institute_id,name,tlr,rpc,go,oi,perception,city,state,score,rank
IR-E-U-0146,Nirma University,51.3,10,50.12,44.72,5.8,Ahmedabad,Gujarat,33.46,136
IR-E-U-0143,Maharaja Sayajirao University of Baroda,50.12,13.13,49.53,40.58,5.07,Vadodara,Gujarat,33.45,137
IR-E-C-37089,Sri Ramakrishna Engineering College,57.1,4.19,48.73,47.13,5.07,Coimbatore,Tamil Nadu,33.36,138
IR-E-C-19706,Institute of Aeronautical Engineering,53.43,2.98,53.67,53.39,2.41,Hyderabad,Telangana,33.24,139
IR-E-C-16626,Rajalakshmi Engineering College,52.81,4.21,54.51,51.21,1.22,Chennai,Tamil Nadu,33.24,139
IR-E-U-0554,G. B. Pant Universtiy of Agriculture and Technology,50.9,13.11,45.14,42.36,3.95,Pantnagar,Uttarakhand,32.87,141
IR-E-C-1352,NITTE Meenakshi Institute of Technology,53.89,3.6,48.33,53.87,5.07,Bengaluru,Karnataka,32.82,142
IR-E-C-16572,Sri Venkateswara College of Engineering,58.29,4.32,49.22,37.96,2.81,Kancheepuram,Tamil Nadu,32.71,143
IR-E-U-0175,YMCA University of Science & Tech,53.5,3.87,53.18,42.16,3.95,Faridabad,Haryana,32.47,144
IR-E-U-0564,University of Petroleum and Energy Studies,44.98,10.08,52.18,52.3,2.81,Dehradun,Uttarakhand,32.46,145
IR-E-C-37064,Sri Krishna College of Technology,53.36,1.01,56.19,46.26,2.81,Coimbatore,Tamil Nadu,32.46,145
IR-E-C-48145,BVRIT Hyderabad,52.34,0.46,54.81,53.61,2.02,Hyderabad,Telangana,32.36,147
IR-E-U-0613,National Institute of Technology Manipur,55.99,4.59,43.66,51.55,2.41,Manipur,Manipur,32.31,148
IR-E-U-0733,PES University,53.6,11.85,32.32,52.46,9.26,Bengaluru,Karnataka,32.28,149
IR-E-C-6202,Heritage Institute of Technology,49.97,4.92,51.58,51.91,2.81,Kolkata,West Bengal,32.26,150
IR-E-C-26783,PSNA College of Engineering and Technology,53.46,3.77,51.11,47.47,1.22,Dindigul,Tamil Nadu,32.26,150
IR-E-C-19650,Vardhaman College of Engineering,53.89,2.85,51.95,47.85,0,Rangareddy,Telangana,32.21,152
IR-E-C-11015,Walchand College of Engineering,50.09,4.24,55.5,42.62,5.44,Sangli,Maharashtra,32.2,153
IR-E-U-0938,Dr. Vishwanath Karad MIT World Peace University,56.37,3.77,47.71,44.13,1.22,Pune,Maharashtra,32.11,154
IR-E-C-41351,Bansilal Ramnath Agarwal Charitable Trust`s Vishwakarama Institute of Technology,49.25,3.99,57.7,43.39,2.41,Pune,Maharashtra,32.1,155
IR-E-C-1398,BNM Institute of Technology,56.63,0.91,47.99,51.04,1.22,Bengaluru,Karnataka,32.08,156
IR-E-C-16614,R. M. K. Engineering College,50.02,3.22,53.98,51.25,1.63,Thiruvallur,Tamil Nadu,32.07,157
IR-E-C-1336,BMS Institute of Technology & Management,48.31,2.52,54.21,54.49,5.44,Bengaluru,Karnataka,32.07,157
IR-E-U-0854,KLE Technological University,52.49,4.07,50.03,47.89,2.81,Dharwad,Karnataka,32.05,159
IR-E-C-6257,Narula Institute of Technology,54.1,1.58,46.37,59.95,0.41,Kolkata,West Bengal,32.01,160
IR-E-C-1345,P E S College of Engineering,58.74,0.83,48.07,43.41,1.63,Mandya,Karnataka,31.98,161
IR-E-U-0685,Indira Gandhi Delhi Technical University for Women,39.18,6.28,62.08,53.74,5.07,Delhi,Delhi,31.93,162
IR-E-C-1291,Dr. Ambedkar Institute of Technology,48.42,1.55,59.9,46.54,2.81,Bengaluru,Karnataka,31.91,163
IR-E-U-0169,Manav Rachna International Institute of Research & Studies,58.87,3.76,39.89,50.45,0.82,Faridabad,Haryana,31.9,164
IR-E-U-0592,Maulana Abul Kalam Azad University of Technology,38.35,16.86,56.34,39.93,0.41,Nadia,West Bengal,31.87,165
IR-E-C-27089,National Engineering College,53.82,6.14,43.59,48.16,3.19,Kovilpatti,Tamil Nadu,31.85,166
IR-E-C-26929,Sree Vidyanikethan Engineering College,55.35,0.69,49.81,48.01,1.22,A.Rangampet,Andhra Pradesh,31.7,167
IR-E-C-19569,Padmasri Dr. B.V. Raju Institute of Technology,55.09,0.81,48.8,50.56,0,Medak,Telangana,31.59,168
IR-E-C-19747,Anurag Group of Institutions,53.15,0.88,52.64,48.14,0.41,Hyderabad,Telangana,31.58,169
IR-E-C-26162,Vasavi College of Engineering,50.53,0.7,57.17,47.64,0,Hyderabad,Telangana,31.56,170
IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering College,52.92,4.57,46.21,48.45,2.02,Vijayawada,Andhra Pradesh,31.53,171
IR-E-C-34167,Ramrao Adik Institute of Technology,51.93,2.23,50.52,50.99,0,Navi Mumbai,Maharashtra,31.45,172
IR-E-U-0046,North Eastern Regional Institute of Science & Technology,63.39,8.19,27.52,39.13,5.07,Itanagar,Arunachal Pradesh,31.4,173
IR-E-C-1406,C M R Institute of Technology,52.63,1.44,48.24,52.06,2.81,Bengaluru,Karnataka,31.36,174
IR-E-C-6238,Haldia Institute of Technology,47.03,6.55,48.02,54.42,2.41,Haldia,West Bengal,31.36,174
IR-E-C-16504,Sri Venkateswara College of Engineering and Technology,54.96,0.39,51.84,42.8,0.41,Chittoor,Andhra Pradesh,31.3,176
IR-E-C-26905,G. Pulla Reddy Engineering College,54.19,0.6,47.37,52.32,1.22,Kurnool,Andhra Pradesh,31.26,177
IR-E-C-1438,The National Institute of Engineering,48.68,2.59,51.89,50.16,4.7,Mysore,Karnataka,31.25,178
IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,50.85,1.98,51.5,49.28,1.22,Hyderabad,Telangana,31.19,179
IR-E-C-34112,Sardar Patel College of Engineering,47.03,1.8,61.53,39,2.81,Mumbai,Maharashtra,31.14,180
IR-E-C-27400,Kakatiya Institute of Technology & Science,55.87,0.98,44.6,49.69,2.02,Warangal,Telangana,31.14,180
IR-E-C-33584,K. J. Somaiya College of Engineering,49.28,1.45,58.56,40.6,0.82,Mumbai,Maharashtra,31.07,182
IR-E-C-17962,Shri Vishnu Engineering College for Women,50.42,0.47,52.23,51.65,1.22,Bhimavaram,Andhra Pradesh,31,183
IR-E-C-37050,Dr. Mahalingam College of Engineering and Technology,52.77,2.03,47.52,45.02,4.7,Pollachi,Tamil Nadu,30.91,184
IR-E-C-26928,JNTUA College of Engineering,50.84,2.32,54.07,37.56,3.58,Anantapur,Andhra Pradesh,30.88,185
IR-E-U-0213,Alliance University,40.58,1.26,61.61,57.6,1.63,Bengaluru,Karnataka,30.79,186
IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,44.27,13.03,35.55,64.09,0.82,Chennai,Tamil Nadu,30.79,186
IR-E-C-42242,Maharshi Karve Stree Shikshan Samstha`s Cummins College of Engineering for Women,50.06,0.98,51.37,48.91,2.81,Pune,Maharashtra,30.75,188
IR-E-C-24163,Sagi Ramakrishnam Raju Engineering College,53.78,0.73,54.27,32.5,1.63,Bhimavaram,Andhra Pradesh,30.61,189
IR-E-C-16490,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,45.97,5.25,52.77,45.74,1.22,Morai,Tamil Nadu,30.61,189
IR-E-C-1360,Basaveshwar Engineering College,51.15,1.27,50.9,44.82,2.02,Bagalkot,Karnataka,30.58,191
IR-E-C-49660,Pimpri Chinchwad College of Engineering,49.29,3.63,48.9,48.56,0,Pune,Maharashtra,30.52,192
IR-E-C-33525,Thakur College of Engineering & Technology,50.2,0.8,55.08,41.94,0,Mumbai,Maharashtra,30.51,193
IR-E-C-16476,Sri Sai Ram Institute of Technology,47.09,2.18,54.5,46.82,1.22,Chennai,Tamil Nadu,30.48,194
IR-E-C-33777,Shri Vile Parle Kelavani Mandal`s Dwarkadas J. Sanghvi College of Engineering,44.85,2.32,59.63,42.75,1.22,Mumbai Suburban,Maharashtra,30.47,195
IR-E-U-0461,M. G. R. Educational and Research Institute,48.24,7.69,44.98,45.14,1.63,Chennai,Tamil Nadu,30.45,196
IR-E-U-0455,"Indian Institute of Information Technology, Design & Manufacturing",36.01,5.71,51.45,54.74,21.04,Chennai,Tamil Nadu,30.37,197
IR-E-C-6528,Dr. B. R. Ambedkar Institute of Technology,63.62,0.17,36,35.76,4.33,South Andaman,Andaman and Nicobar Islands,30.35,198
IR-E-C-17913,Gayatri Vidya Parishad College of Engineering,52.14,1.26,46.87,47.57,2.02,Visakhapatnam,Andhra Pradesh,30.35,198
IR-E-C-16560,Easwari Engineering College,48.15,2.9,50.17,47.64,2.02,Chennai,Tamil Nadu,30.31,200
